index,Ticker,Date,Open,Close,Volume,quarter,Asset Turnover,Current Ratio,Days Sales In Receivables,Debt/Equity Ratio,Gross Margin,Inventory Turnover Ratio,Long-term Debt / Capital,Net Profit Margin,Operating Margin,ROE - Return On Equity,Receiveable Turnover,Return On Tangible Equity,Days,MA50,MA200,Crossover,Profitable,%Change,Ticker_encoded
812889,JNPR,6/20/2011,25.29,25.51,5602200,2,0.1144,2.9985,39.1982,0.1435,64.4478,0.0001,0.1255,10.3129,15.2533,1.6593,2.296,3.9871,532,31.3376,31.33945,-1,1,22.89298314,0.428571429
813276,JNPR,1/3/2013,17.7,17.44,6327500,1,0.1077,2.4865,45.2549,0.1416,63.3308,0.0001,0.124,8.5914,8.2137,1.2896,1.9887,3.1736,1095,15.714,15.70495,1,1,8.371559633,0.428571429
813360,JNPR,5/6/2013,14.32,14.64,10600400,2,0.1149,2.5682,39.8184,0.1404,62.6141,0.0001,0.1231,8.5079,12.0361,1.3755,2.2603,3.3341,1218,16.0898,16.16105,-1,0,0,0.428571429
813416,JNPR,7/25/2013,18.75,19.08,7011300,3,0.1163,2.6277,41.6979,0.1367,62.9639,0.0001,0.1202,8.3586,12.2301,1.3554,2.1584,3.158,1298,16.4466,16.39345,1,0,0,0.428571429
813866,JNPR,2/5/2016,20.92,20.27,7415000,1,0.1231,2.1608,64.26,0.4596,62.9292,0.0001,0.3149,8.325,13.544,1.9706,1.4006,5.6205,492,24.1494,24.2127,-1,0,0,0.428571429
814051,JNPR,10/28/2016,23.55,23.49,6218900,4,0.1435,2.2881,68.4678,0.43,61.901,0.0001,0.3007,13.6331,20.7275,3.8065,1.3145,10.7906,758,21.152,21.11975,1,1,7.322264794,0.428571429
814263,JNPR,9/1/2017,25.33,25.18,1497900,3,0.1291,2.7019,51.8262,0.414,61.4088,0.0001,0.2928,13.1738,18.3575,3.2124,1.7366,8.5904,1066,25.5286,25.54175,-1,1,5.957108817,0.428571429
814360,JNPR,1/23/2018,25.96,25.67,4127100,1,0.1192,2.1425,56.5223,0.4941,57.1218,0.0001,0.2925,3.1775,5.1265,0.7954,1.5923,3.114,1210,25.5284,25.48035,1,0,0,0.428571429
814381,JNPR,2/22/2018,23.62,23.76,4485400,1,0.1192,2.1425,56.5223,0.4941,57.1218,0.0001,0.2925,3.1775,5.1265,0.7954,1.5923,3.114,1240,25.2754,25.27665,-1,1,6.818181818,0.428571429
814470,JNPR,6/29/2018,25.28,25.37,3867700,2,0.132,2.2696,52.4857,0.4839,58.2095,0.0001,0.2881,9.6753,13.2713,2.6371,1.7148,9.6906,1367,24.4042,24.3595,1,0,0,0.428571429
814624,JNPR,2/11/2019,24.56,24.51,2086300,1,0.1096,2.8941,57.9874,0.3689,58.1312,0.0001,0.2695,3.1047,4.2628,0.6411,1.5521,1.9099,1594,25.6688,25.69605,-1,0,0,0.428571429
814964,JNPR,6/17/2020,24.09,23.58,3766200,2,0.1243,1.8801,62.5269,0.3853,57.0377,0.0001,0.2781,5.6338,8.331,1.3709,1.4394,6.3361,2086,22.7416,22.69585,1,1,3.901611535,0.428571429
815629,JPM,8/7/2007,31.91,32.16,30556500,3,0.0097,0.94,0.0001,4.8484,86,0.0001,0.6469,23.543,14,2.8113,0.0001,5.7031,858,34.3064,34.3757,-1,0,0,0.266666667
815821,JPM,5/12/2008,34.05,34.35,20295600,2,0.0084,0.94,0.0001,5.4703,86,0.0001,0.6926,12.3327,14,1.575,0.0001,2.8652,1137,31.8532,31.809,1,0,0,0.266666667
815853,JPM,6/26/2008,27.02,26.41,45708400,2,0.0084,0.94,0.0001,5.4703,86,0.0001,0.6926,12.3327,14,1.575,0.0001,2.8652,1182,31.4244,31.5211,-1,0,0,0.266666667
816239,JPM,1/6/2011,33.66,33.72,31606200,1,0.0109,0.95,0.0001,4.3144,88.37,0.0001,0.6291,21.3537,25.02,3.2147,0.0001,4.8392,367,30.3884,30.30465,1,1,7.918149466,0.266666667
816365,JPM,7/8/2011,31.21,31.24,20680000,3,0.0093,0.94,0.0001,4.1062,87.77,0.0001,0.6244,18.4339,25,2.4426,0.0001,3.4685,550,32.2564,32.3201,-1,1,15.68501921,0.266666667
816524,JPM,2/24/2012,30.12,29.83,17586400,1,0.0109,0.91,0.0001,3.8595,88.22,0.0001,0.5993,18.0723,23.1,2.7134,0.0001,3.7879,781,27.9534,27.8986,1,1,15.3871941,0.266666667
816617,JPM,7/9/2012,26.74,26.86,30545000,3,0.0101,0.92,0.0001,3.6106,89.13,0.0001,0.5688,22.8882,25.1,2.9942,0.0001,4.0256,917,28.2404,28.3774,-1,0,0,0.266666667
816672,JPM,9/25/2012,32.86,32.07,21988200,3,0.0101,0.92,0.0001,3.6106,89.13,0.0001,0.5688,22.8882,25.1,2.9942,0.0001,4.0256,995,29.715,29.6848,1,0,0,0.266666667
817256,JPM,10/21/2015,54.31,53.61,12113400,4,0.0092,1.02,0.0001,2.4433,92.61,0.0001,0.5558,23.819,30.4,2.4532,0.0001,2.821,385,53.9076,54.0167,-1,0,0,0.266666667
817284,JPM,12/1/2015,58.17,58.4,12708800,4,0.0092,1.02,0.0001,2.4433,92.61,0.0001,0.5558,23.819,30.4,2.4532,0.0001,2.821,426,55.2874,55.22655,1,0,0,0.266666667
817319,JPM,1/22/2016,49.08,49.52,22732200,1,0.0088,1.02,0.0001,2.5433,92.29,0.0001,0.5538,23.5629,29.92,2.4633,0.0001,2.8128,478,55.653,55.789,-1,0,0,0.266666667
817406,JPM,5/26/2016,57.44,56.97,9428400,2,0.0093,1.03,0.0001,2.6062,91.75,0.0001,0.5556,24.9282,30.51,2.7391,0.0001,3.1135,603,53.8632,53.83285,1,0,0,0.266666667
818035,JPM,11/23/2018,99.88,99.8,6488400,4,0.0094,1,0.0001,2.6447,83.79,0.0001,0.5237,27.047,31.4,3.0662,0.0001,3.4951,1514,103.3814,103.41125,-1,1,5.100200401,0.266666667
818145,JPM,5/6/2019,108.53,109.4,9387000,2,0.0101,0.97,0.0001,2.6521,81.19,0.0001,0.5232,33.3068,30.8,4.086,0.0001,4.5981,1678,101.4908,101.45835,1,0,0,0.266666667
818371,JPM,3/27/2020,90.5,88.5,30041500,1,0.0064,0.89,0.0001,2.9421,82.37,0.0001,0.534,12.1757,26.42,1.2392,0.0001,1.3682,2004,116.0012,116.1636,-1,0,0,0.266666667
818765,K,4/19/2006,27.78,28.1,1072500,2,0.2545,0.5876,34.3188,2.4764,44.5366,2.137,0.5847,9.6286,16.6246,12.3098,2.6225,-9.827,383,28.2866,28.2852,1,1,8.540925267,0.578947368
819203,K,1/15/2008,33.39,33.05,3533900,1,0.273,0.7504,37.5691,2.6222,41.8662,2.1209,0.6427,9.6685,16.7281,14.1003,2.3956,-11.198,1019,35.1004,35.1292,-1,0,0,0.578947368
819344,K,8/6/2008,36.6,36.93,1812000,3,0.2731,0.8237,34.0237,2.1187,42.6703,2.0783,0.6048,10.4015,16.2105,13.0202,2.6452,-13.7389,1223,34.56,34.53115,1,1,4.603303547,0.578947368
819420,K,11/21/2008,28.09,29.18,5140400,4,0.268,0.7097,33.7538,3.7498,39.4136,1.981,0.7366,6.103,11.7627,12.2337,2.6664,-4.8861,1330,34.8854,34.9457,-1,0,0,0.578947368
819722,K,2/4/2011,38.51,38.88,5566300,1,0.2859,0.8926,35.3027,2.5968,40.7748,2.1169,0.6804,10.5022,16.4132,15.842,2.5494,-13.1201,396,36.9278,36.92445,1,1,2.031893004,0.578947368
819889,K,10/4/2011,39.13,39.61,2400000,4,0.2524,0.9264,35.4627,3.3548,31.1111,1.7692,0.7369,-4.4113,-5.0415,-7.3971,2.5379,4.0561,638,39.6634,39.7059,-1,1,6.38727594,0.578947368
820014,K,4/3/2012,40.74,40.43,2233800,2,0.2373,0.6971,36.7876,3.849,41.422,1.6478,0.7369,9.3264,14.9396,15.0488,2.4465,-6.3729,820,39.1372,39.1271,1,0,0,0.578947368
820061,K,6/11/2012,37.37,37.06,1334800,2,0.2373,0.6971,36.7876,3.849,41.422,1.6478,0.7369,9.3264,14.9396,15.0488,2.4465,-6.3729,889,38.7138,38.7427,-1,1,4.101457097,0.578947368
820137,K,9/27/2012,39.83,39.79,1371000,3,0.2504,0.7324,34.2097,3.2555,39.4086,1.7623,0.7133,8.5484,13.7903,13.0435,2.6308,-6.5675,997,38.437,38.43205,1,1,3.920583061,0.578947368
820395,K,10/9/2013,47.43,47.31,2536600,4,0.2263,0.8519,36.6067,2.0399,50.9283,1.3766,0.637,23.3648,35.9897,22.7059,2.4586,-21.4904,1374,48.841,48.8557,-1,0,0,0.578947368
820669,K,8/11/2015,57.4,57.87,1215400,3,0.2145,0.6611,39.3902,2.9738,37.0382,1.7322,0.6856,6.158,10.033,7.6693,2.2848,-4.4604,314,53.5938,53.54745,1,0,0,0.578947368
820986,K,11/10/2016,64.45,62.88,2972400,4,0.2017,0.6571,36.3484,4.0327,34.6129,1.6099,0.7767,-1.5748,6.1024,-2.4403,2.476,0.8379,771,66.3398,66.50055,-1,0,0,0.578947368
821291,K,1/30/2018,60.81,61.05,2789000,1,0.2036,0.7353,42.367,3.4291,36.8127,1.7702,0.7552,13.055,14.9956,17.3845,2.1243,-7.9144,1217,59.9266,59.883,1,1,2.391482391,0.578947368
821354,K,5/1/2018,53.28,53.22,3087700,2,0.1877,0.8238,40.9821,2.6639,35.9821,1.6662,0.7196,17.7381,14.1071,17.5969,2.1961,-9.8861,1308,58.8542,58.8613,-1,0,0,0.578947368
821402,K,7/10/2018,64.55,64.52,2314500,3,0.1915,0.8444,41.8219,2.4683,33.9003,1.7384,0.7068,10.9542,11.4154,10.5947,2.152,-6.5898,1378,58.7044,58.55765,1,1,2.231866088,0.578947368
821506,K,12/6/2018,57.35,56.91,3679300,4,0.1866,0.6971,37.3078,2.8151,32.8309,1.6752,0.7221,-2.5324,9.8282,-2.5958,2.4124,1.3116,1527,61.2086,61.3222,-1,1,4.199613425,0.578947368
821680,K,8/16/2019,60.58,60.48,2478800,3,0.1927,0.7956,43.8523,2.3948,29.656,1.9767,0.7003,7.325,7.7995,7.5426,2.0523,-4.8381,1780,54.4756,54.31115,1,1,1.818783069,0.578947368
821848,K,4/17/2020,62.73,63.36,2390500,2,0.1868,0.7671,43.9481,2.4797,34.5455,1.8439,0.6704,10.1299,14.6032,10.3934,2.0479,-7.302,2025,61.0238,61.11845,-1,0,0,0.578947368
821884,K,6/9/2020,65.86,65.08,1736100,2,0.1868,0.7671,43.9481,2.4797,34.5455,1.8439,0.6704,10.1299,14.6032,10.3934,2.0479,-7.302,2078,62.3482,62.31015,1,1,1.889981561,0.578947368
822506,KEY,5/29/2007,24.58,24.54,2096900,2,0.0138,1.06,0.0001,2.5216,75,0.0001,0.6203,26.053,-34,4.3761,0.0001,5.2747,788,25.1336,25.13915,-1,1,4.482477588,0.285714286
823274,KEY,6/14/2011,6.18,6.19,15663200,2,0.0116,0.88,0.0001,1.3532,85.96,0.0001,0.5304,22.807,29.72,2.6678,0.0001,2.8633,526,6.458,6.46855,-1,0,0,0.285714286
823426,KEY,1/20/2012,6.35,6.4,13494200,1,0.0109,0.87,0.0001,1.0941,86.85,0.0001,0.468,20.3568,26.48,2.0458,0.0001,2.1886,746,5.7618,5.75275,1,0,0,0.285714286
823545,KEY,7/11/2012,5.86,5.96,10500900,3,0.0113,0.86,0.0001,0.8029,88.82,0.0001,0.3732,22.3242,24.38,2.1826,0.0001,2.3909,919,5.8608,5.86365,-1,0,0,0.285714286
823569,KEY,8/14/2012,6.5,6.4,9118000,3,0.0113,0.86,0.0001,0.8029,88.82,0.0001,0.3732,22.3242,24.38,2.1826,0.0001,2.3909,953,6.0228,6.01825,1,1,6.5625,0.285714286
824164,KEY,9/25/2015,10.91,11.08,14803100,3,0.0106,0.91,0.0001,1.063,94.04,0.0001,0.4903,20.9646,28.15,2.1099,0.0001,2.2957,359,11.79,11.81915,-1,0,0,0.285714286
824347,KEY,6/17/2016,9.82,9.94,15680200,2,0.0101,0.93,0.0001,1.0987,93.27,0.0001,0.5015,19.2534,24.3,1.7954,0.0001,1.9397,625,10.3602,10.34705,1,0,0,0.285714286
824360,KEY,7/7/2016,9.25,9.36,14513500,3,0.0094,0.88,0.0001,0.9357,93.27,0.0001,0.457,13.0709,20.44,1.2434,0.0001,1.4224,645,10.2192,10.2292,-1,0,0,0.285714286
824402,KEY,9/6/2016,10.81,10.64,13430500,3,0.0094,0.88,0.0001,0.9357,93.27,0.0001,0.457,13.0709,20.44,1.2434,0.0001,1.4224,706,10.104,10.0808,1,1,2.34962406,0.285714286
824659,KEY,9/13/2017,15.33,15.7,13308100,3,0.0109,0.91,0.0001,1.055,91.72,0.0001,0.4975,23.5057,25.83,2.5518,0.0001,2.939,1078,15.7858,15.7994,-1,0,0,0.285714286
824696,KEY,11/3/2017,16.18,16.28,8553400,4,0.0112,0.89,0.0001,1.0212,91.07,0.0001,0.4882,11.7799,28.07,1.4,0.0001,1.6237,1129,15.9012,15.88855,1,1,9.520884521,0.285714286
